287.54	287.575	of
287.62	287.655	a
287.66	287.855	cpu.
288.14	288.175	It
288.22	288.255	seems
288.54	288.575	to.
291.33	291.365	Moving
291.69	291.885	targets.
292.45	292.525	It's
292.57	292.605	very
292.69	292.725	hard
293.05	293.085	to
293.13	293.165	kind
293.17	293.205	of
293.53	293.565	figure
293.65	293.685	out
294.45	294.885	what's
295.21	295.325	eating
295.41	295.445	it.
296.6	296.635	Yeah.
301.39	301.425	We
301.43	301.465	can
301.75	301.825	ship
301.91	301.945	for
301.99	302.025	sure.
302.43	302.465	Wait
302.79	302.825	for
302.91	302.945	that.
303.59	303.625	Especially
303.75	303.785	if
303.83	303.865	it's
304.15	304.185	something
304.47	304.585	you're
304.59	304.625	doing
304.95	304.985	in
304.99	305.025	your
305.07	305.105	free
305.51	305.545	time.
308.9	308.935	Okay.
309.38	309.415	I
309.46	309.575	don't
309.74	309.775	have
309.82	309.855	much
310.14	310.175	to
310.22	310.415	contribute
310.46	310.495	right
310.78	310.815	now.
311.93	311.965	But
311.97	312.005	I
312.01	312.045	just
312.41	312.445	wanted
312.57	312.605	to
313.05	313.085	fill
313.45	313.485	the
313.81	314.005	sale,
314.77	314.805	okay.
318.16	318.195	Anyone
318.32	318.355	have
318.72	318.755	anything
318.84	318.875	else.
323.07	323.105	I
323.11	323.185	don't
323.47	323.505	have
323.55	323.585	anything.
326.58	326.615	After
326.74	326.775	me
326.82	326.855	getting
327.18	327.215	the
327.26	327.615	taxi
327.66	327.695	to
327.9	327.935	the
327.98	328.095	airport
328.38	328.415	because
328.5	328.535	the
328.54	328.575	bus
328.94	329.055	didn't
329.34	329.375	come
329.7	329.855	rushing
329.9	329.935	to
330.18	330.215	the
330.26	330.375	airport.
330.7	330.735	My
331.02	331.095	flight
331.14	331.175	was
331.46	331.615	toyed
331.62	331.655	for
331.98	332.015	two
332.02	332.055	and
332.06	332.095	a
332.1	332.135	half
332.54	332.575	hours.
333.65	333.685	I
333.69	333.805	didn't
333.85	333.885	get
333.93	333.965	home
334.29	334.325	until
334.65	334.805	130
335.17	335.205	in
335.25	335.285	the
335.57	335.605	morning.
337.64	337.675	So
338.0	338.035	it
338.001	338.036	has
338.08	338.115	to
338.12	338.155	be
338.2	338.235	the
338.24	338.275	most
338.6	338.715	probable
339.48	339.515	days.
341.19	341.225	But
341.79	341.825	things
342.23	342.265	happen.
343.54	343.575	But
343.86	343.895	we
343.94	343.975	can
344.02	344.055	leave
344.38	344.415	it
344.42	344.455	there
344.54	344.575	for
344.58	344.615	today.
344.86	344.895	Then
344.94	344.975	if
345.26	345.295	we
345.3	345.335	have
345.38	345.415	nothing
345.86	345.895	else.
347.13	347.165	Enjoy
347.57	347.605	your
347.89	348.045	25
348.09	348.125	minutes
348.93	348.965	back.
