286.85	286.885	into
286.97	287.285	memory
287.37	287.405	of
287.41	287.445	a
287.69	287.885	cpu.
288.45	288.485	It
288.77	288.805	seems
289.17	289.205	like.
291.28	291.315	A
291.36	291.395	moving
291.72	291.835	target.
292.48	292.555	It's
292.56	292.595	very
292.68	292.715	hard
293.04	293.075	to
293.16	293.195	kind
293.2	293.235	of
293.56	293.595	figure
293.64	293.675	out.
294.79	294.905	What's
295.27	295.385	eating?
295.43	295.465	It.
296.66	296.695	Yeah.
301.93	301.965	For
302.01	302.045	sure.
302.45	302.485	Wait
302.57	302.605	for
302.93	302.965	that.
303.61	303.645	Especially
303.81	303.845	if
304.09	304.165	it's
304.17	304.205	something
304.29	304.605	you're
304.61	304.645	doing
304.97	305.005	in
305.05	305.085	your
305.13	305.165	free
305.21	305.245	time.
308.96	308.995	Okay.
309.4	309.435	I
309.48	309.595	don't
309.6	309.635	have
309.84	309.875	much
309.92	309.955	to
310.28	310.435	contribute
310.52	310.555	right
310.8	310.835	now.
311.99	312.025	I
312.03	312.065	just
312.47	312.505	wanted
312.59	312.625	to
313.11	313.145	fill
313.47	313.505	the
313.83	314.025	sale.
314.83	314.865	Okay.
317.9	317.935	Anyone
318.38	318.415	of
318.46	318.495	anything
318.9	318.935	else.
322.85	322.885	I
322.89	322.925	don't
323.21	323.245	have
323.29	323.325	anything.
326.36	326.395	After
326.76	326.795	me
326.88	326.915	getting
327.2	327.235	the
327.28	327.635	taxi
327.68	327.715	to
327.76	327.795	the
328.0	328.115	airport
328.4	328.435	because
328.52	328.555	the
328.56	328.595	bus
329.0	329.075	didn't
329.12	329.155	come
329.76	329.915	rushing
329.96	329.995	to
330.2	330.235	the
330.28	330.395	airport.
330.72	330.755	My
330.8	330.875	flight
331.16	331.195	was
331.52	331.595	laid
331.68	331.715	for
332.0	332.035	two
332.04	332.075	and
332.12	332.155	a
332.121	332.156	half
332.56	332.595	hours.
333.67	333.705	I
333.75	333.865	didn't
333.91	333.945	get
333.99	334.025	home
334.31	334.345	until
334.67	334.825	130
335.19	335.225	in
335.27	335.305	the
335.31	335.345	morning.
337.66	337.695	So
337.74	337.775	it
337.82	337.855	has
338.14	338.175	to
338.141	338.176	be
338.22	338.255	the
338.26	338.295	most
338.62	338.735	probable
339.5	339.575	phase.
341.21	341.245	But
341.85	341.885	things
342.29	342.325	happen.
343.56	343.595	But
343.92	343.955	we
344.0	344.035	can
344.04	344.075	leave
344.4	344.435	it
344.44	344.475	there
344.52	344.555	for
344.6	344.635	today.
344.88	344.915	Then
344.96	344.995	if
345.28	345.315	we
345.36	345.395	have
345.44	345.475	nothing
345.88	345.915	else.
347.15	347.185	Enjoy
347.59	347.625	your
347.71	348.105	25
348.15	348.185	minutes
348.99	349.025	back.
